_id,,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
{'$oid': '65ec3b92dfac9a2248e12f71'},1095,Australia,Sweet potatoes,1996,172474,534,31185.0,17.05
{'$oid': '65ec3b92dfac9a2248e12f72'},1096,Australia,Wheat,1996,21673,534,31185.0,16.12
{'$oid': '65ec3b92dfac9a2248e12f73'},1097,Australia,Wheat,1996,21673,534,31185.0,20.06
{'$oid': '65ec3b92dfac9a2248e12f74'},1098,Australia,Wheat,1996,21673,534,31185.0,11.29
{'$oid': '65ec3b92dfac9a2248e12f75'},1099,Australia,Wheat,1996,21673,534,31185.0,13.05
{'$oid': '65ec3b92dfac9a2248e12f76'},1100,Australia,Wheat,1996,21673,534,31185.0,19.13
{'$oid': '65ec3b92dfac9a2248e12f77'},1101,Australia,Wheat,1996,21673,534,31185.0,17.05
{'$oid': '65ec3b92dfac9a2248e12f78'},1102,Australia,Maize,1997,59403,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f79'},1103,Australia,Maize,1997,59403,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f7a'},1104,Australia,Maize,1997,59403,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f7b'},1105,Australia,Maize,1997,59403,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f7c'},1106,Australia,Maize,1997,59403,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f7d'},1107,Australia,Maize,1997,59403,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f7e'},1108,Australia,Potatoes,1997,313056,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f7f'},1109,Australia,Potatoes,1997,313056,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f80'},1110,Australia,Potatoes,1997,313056,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f81'},1111,Australia,Potatoes,1997,313056,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f82'},1112,Australia,Potatoes,1997,313056,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f83'},1113,Australia,Potatoes,1997,313056,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f84'},1114,Australia,"Rice, paddy",1997,83263,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f85'},1115,Australia,"Rice, paddy",1997,83263,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f86'},1116,Australia,"Rice, paddy",1997,83263,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f87'},1117,Australia,"Rice, paddy",1997,83263,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f88'},1118,Australia,"Rice, paddy",1997,83263,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f89'},1119,Australia,"Rice, paddy",1997,83263,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f8a'},1120,Australia,Sorghum,1997,26195,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f8b'},1121,Australia,Sorghum,1997,26195,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f8c'},1122,Australia,Sorghum,1997,26195,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f8d'},1123,Australia,Sorghum,1997,26195,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f8e'},1124,Australia,Sorghum,1997,26195,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f8f'},1125,Australia,Sorghum,1997,26195,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f90'},1126,Australia,Soybeans,1997,18974,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f91'},1127,Australia,Soybeans,1997,18974,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f92'},1128,Australia,Soybeans,1997,18974,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f93'},1129,Australia,Soybeans,1997,18974,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f94'},1130,Australia,Soybeans,1997,18974,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f95'},1131,Australia,Soybeans,1997,18974,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f96'},1132,Australia,Sweet potatoes,1997,244444,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f97'},1133,Australia,Sweet potatoes,1997,244444,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f98'},1134,Australia,Sweet potatoes,1997,244444,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f99'},1135,Australia,Sweet potatoes,1997,244444,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12f9a'},1136,Australia,Sweet potatoes,1997,244444,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12f9b'},1137,Australia,Sweet potatoes,1997,244444,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12f9c'},1138,Australia,Wheat,1997,18412,534,34091.0,16.48
{'$oid': '65ec3b92dfac9a2248e12f9d'},1139,Australia,Wheat,1997,18412,534,34091.0,20.16
{'$oid': '65ec3b92dfac9a2248e12f9e'},1140,Australia,Wheat,1997,18412,534,34091.0,12.13
{'$oid': '65ec3b92dfac9a2248e12f9f'},1141,Australia,Wheat,1997,18412,534,34091.0,13.93
{'$oid': '65ec3b92dfac9a2248e12fa0'},1142,Australia,Wheat,1997,18412,534,34091.0,18.94
{'$oid': '65ec3b92dfac9a2248e12fa1'},1143,Australia,Wheat,1997,18412,534,34091.0,17.51
{'$oid': '65ec3b92dfac9a2248e12fa2'},1144,Australia,Maize,1998,47544,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fa3'},1145,Australia,Maize,1998,47544,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fa4'},1146,Australia,Maize,1998,47544,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fa5'},1147,Australia,Maize,1998,47544,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fa6'},1148,Australia,Maize,1998,47544,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fa7'},1149,Australia,Maize,1998,47544,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fa8'},1150,Australia,Potatoes,1998,322292,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fa9'},1151,Australia,Potatoes,1998,322292,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12faa'},1152,Australia,Potatoes,1998,322292,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fab'},1153,Australia,Potatoes,1998,322292,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fac'},1154,Australia,Potatoes,1998,322292,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fad'},1155,Australia,Potatoes,1998,322292,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fae'},1156,Australia,"Rice, paddy",1998,94256,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12faf'},1157,Australia,"Rice, paddy",1998,94256,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fb0'},1158,Australia,"Rice, paddy",1998,94256,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fb1'},1159,Australia,"Rice, paddy",1998,94256,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fb2'},1160,Australia,"Rice, paddy",1998,94256,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fb3'},1161,Australia,"Rice, paddy",1998,94256,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fb4'},1162,Australia,Sorghum,1998,21321,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fb5'},1163,Australia,Sorghum,1998,21321,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fb6'},1164,Australia,Sorghum,1998,21321,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fb7'},1165,Australia,Sorghum,1998,21321,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fb8'},1166,Australia,Sorghum,1998,21321,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fb9'},1167,Australia,Sorghum,1998,21321,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fba'},1168,Australia,Soybeans,1998,17035,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fbb'},1169,Australia,Soybeans,1998,17035,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fbc'},1170,Australia,Soybeans,1998,17035,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fbd'},1171,Australia,Soybeans,1998,17035,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fbe'},1172,Australia,Soybeans,1998,17035,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fbf'},1173,Australia,Soybeans,1998,17035,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fc0'},1174,Australia,Sweet potatoes,1998,276923,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fc1'},1175,Australia,Sweet potatoes,1998,276923,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fc2'},1176,Australia,Sweet potatoes,1998,276923,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fc3'},1177,Australia,Sweet potatoes,1998,276923,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fc4'},1178,Australia,Sweet potatoes,1998,276923,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fc5'},1179,Australia,Sweet potatoes,1998,276923,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fc6'},1180,Australia,Wheat,1998,19153,534,37215.0,16.28
{'$oid': '65ec3b92dfac9a2248e12fc7'},1181,Australia,Wheat,1998,19153,534,37215.0,20.62
{'$oid': '65ec3b92dfac9a2248e12fc8'},1182,Australia,Wheat,1998,19153,534,37215.0,12.46
{'$oid': '65ec3b92dfac9a2248e12fc9'},1183,Australia,Wheat,1998,19153,534,37215.0,13.61
{'$oid': '65ec3b92dfac9a2248e12fca'},1184,Australia,Wheat,1998,19153,534,37215.0,18.9
{'$oid': '65ec3b92dfac9a2248e12fcb'},1185,Australia,Wheat,1998,19153,534,37215.0,18.05
{'$oid': '65ec3b92dfac9a2248e12fcc'},1186,Australia,Maize,1999,51212,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12fcd'},1187,Australia,Maize,1999,51212,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fce'},1188,Australia,Maize,1999,51212,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fcf'},1189,Australia,Maize,1999,51212,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fd0'},1190,Australia,Maize,1999,51212,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fd1'},1191,Australia,Maize,1999,51212,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12fd2'},1192,Australia,Potatoes,1999,321265,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12fd3'},1193,Australia,Potatoes,1999,321265,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fd4'},1194,Australia,Potatoes,1999,321265,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fd5'},1195,Australia,Potatoes,1999,321265,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fd6'},1196,Australia,Potatoes,1999,321265,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fd7'},1197,Australia,Potatoes,1999,321265,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12fd8'},1198,Australia,"Rice, paddy",1999,91615,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12fd9'},1199,Australia,"Rice, paddy",1999,91615,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fda'},1200,Australia,"Rice, paddy",1999,91615,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fdb'},1201,Australia,"Rice, paddy",1999,91615,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fdc'},1202,Australia,"Rice, paddy",1999,91615,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fdd'},1203,Australia,"Rice, paddy",1999,91615,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12fde'},1204,Australia,Sorghum,1999,32215,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12fdf'},1205,Australia,Sorghum,1999,32215,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fe0'},1206,Australia,Sorghum,1999,32215,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fe1'},1207,Australia,Sorghum,1999,32215,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fe2'},1208,Australia,Sorghum,1999,32215,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fe3'},1209,Australia,Sorghum,1999,32215,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12fe4'},1210,Australia,Soybeans,1999,22667,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12fe5'},1211,Australia,Soybeans,1999,22667,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fe6'},1212,Australia,Soybeans,1999,22667,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fe7'},1213,Australia,Soybeans,1999,22667,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fe8'},1214,Australia,Soybeans,1999,22667,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fe9'},1215,Australia,Soybeans,1999,22667,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12fea'},1216,Australia,Sweet potatoes,1999,275000,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12feb'},1217,Australia,Sweet potatoes,1999,275000,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12fec'},1218,Australia,Sweet potatoes,1999,275000,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12fed'},1219,Australia,Sweet potatoes,1999,275000,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12fee'},1220,Australia,Sweet potatoes,1999,275000,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12fef'},1221,Australia,Sweet potatoes,1999,275000,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12ff0'},1222,Australia,Wheat,1999,20066,534,34200.0,16.77
{'$oid': '65ec3b92dfac9a2248e12ff1'},1223,Australia,Wheat,1999,20066,534,34200.0,19.75
{'$oid': '65ec3b92dfac9a2248e12ff2'},1224,Australia,Wheat,1999,20066,534,34200.0,12.1
{'$oid': '65ec3b92dfac9a2248e12ff3'},1225,Australia,Wheat,1999,20066,534,34200.0,14.2
{'$oid': '65ec3b92dfac9a2248e12ff4'},1226,Australia,Wheat,1999,20066,534,34200.0,19.28
{'$oid': '65ec3b92dfac9a2248e12ff5'},1227,Australia,Wheat,1999,20066,534,34200.0,17.55
{'$oid': '65ec3b92dfac9a2248e12ff6'},1228,Australia,Maize,2000,49360,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e12ff7'},1229,Australia,Maize,2000,49360,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e12ff8'},1230,Australia,Maize,2000,49360,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e12ff9'},1231,Australia,Maize,2000,49360,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e12ffa'},1232,Australia,Maize,2000,49360,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e12ffb'},1233,Australia,Maize,2000,49360,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e12ffc'},1234,Australia,Potatoes,2000,284527,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e12ffd'},1235,Australia,Potatoes,2000,284527,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e12ffe'},1236,Australia,Potatoes,2000,284527,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e12fff'},1237,Australia,Potatoes,2000,284527,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e13000'},1238,Australia,Potatoes,2000,284527,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e13001'},1239,Australia,Potatoes,2000,284527,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e13002'},1240,Australia,"Rice, paddy",2000,82573,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e13003'},1241,Australia,"Rice, paddy",2000,82573,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e13004'},1242,Australia,"Rice, paddy",2000,82573,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e13005'},1243,Australia,"Rice, paddy",2000,82573,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e13006'},1244,Australia,"Rice, paddy",2000,82573,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e13007'},1245,Australia,"Rice, paddy",2000,82573,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e13008'},1246,Australia,Sorghum,2000,34003,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e13009'},1247,Australia,Sorghum,2000,34003,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e1300a'},1248,Australia,Sorghum,2000,34003,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e1300b'},1249,Australia,Sorghum,2000,34003,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e1300c'},1250,Australia,Sorghum,2000,34003,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e1300d'},1251,Australia,Sorghum,2000,34003,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e1300e'},1252,Australia,Soybeans,2000,18714,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e1300f'},1253,Australia,Soybeans,2000,18714,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e13010'},1254,Australia,Soybeans,2000,18714,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e13011'},1255,Australia,Soybeans,2000,18714,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e13012'},1256,Australia,Soybeans,2000,18714,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e13013'},1257,Australia,Soybeans,2000,18714,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e13014'},1258,Australia,Sweet potatoes,2000,317647,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e13015'},1259,Australia,Sweet potatoes,2000,317647,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e13016'},1260,Australia,Sweet potatoes,2000,317647,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e13017'},1261,Australia,Sweet potatoes,2000,317647,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e13018'},1262,Australia,Sweet potatoes,2000,317647,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e13019'},1263,Australia,Sweet potatoes,2000,317647,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e1301a'},1264,Australia,Wheat,2000,18209,534,33475.0,17.08
{'$oid': '65ec3b92dfac9a2248e1301b'},1265,Australia,Wheat,2000,18209,534,33475.0,19.89
{'$oid': '65ec3b92dfac9a2248e1301c'},1266,Australia,Wheat,2000,18209,534,33475.0,12.09
{'$oid': '65ec3b92dfac9a2248e1301d'},1267,Australia,Wheat,2000,18209,534,33475.0,14.32
{'$oid': '65ec3b92dfac9a2248e1301e'},1268,Australia,Wheat,2000,18209,534,33475.0,19.07
{'$oid': '65ec3b92dfac9a2248e1301f'},1269,Australia,Wheat,2000,18209,534,33475.0,17.57
{'$oid': '65ec3b92dfac9a2248e13020'},1270,Australia,Maize,2001,46471,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e13021'},1271,Australia,Maize,2001,46471,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e13022'},1272,Australia,Maize,2001,46471,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e13023'},1273,Australia,Maize,2001,46471,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e13024'},1274,Australia,Maize,2001,46471,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e13025'},1275,Australia,Maize,2001,46471,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e13026'},1276,Australia,Potatoes,2001,328633,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e13027'},1277,Australia,Potatoes,2001,328633,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e13028'},1278,Australia,Potatoes,2001,328633,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e13029'},1279,Australia,Potatoes,2001,328633,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e1302a'},1280,Australia,Potatoes,2001,328633,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e1302b'},1281,Australia,Potatoes,2001,328633,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e1302c'},1282,Australia,"Rice, paddy",2001,93071,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e1302d'},1283,Australia,"Rice, paddy",2001,93071,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e1302e'},1284,Australia,"Rice, paddy",2001,93071,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e1302f'},1285,Australia,"Rice, paddy",2001,93071,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e13030'},1286,Australia,"Rice, paddy",2001,93071,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e13031'},1287,Australia,"Rice, paddy",2001,93071,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e13032'},1288,Australia,Sorghum,2001,25539,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e13033'},1289,Australia,Sorghum,2001,25539,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e13034'},1290,Australia,Sorghum,2001,25539,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e13035'},1291,Australia,Sorghum,2001,25539,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e13036'},1292,Australia,Sorghum,2001,25539,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e13037'},1293,Australia,Sorghum,2001,25539,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e13038'},1294,Australia,Soybeans,2001,14626,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e13039'},1295,Australia,Soybeans,2001,14626,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e1303a'},1296,Australia,Soybeans,2001,14626,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e1303b'},1297,Australia,Soybeans,2001,14626,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e1303c'},1298,Australia,Soybeans,2001,14626,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e1303d'},1299,Australia,Soybeans,2001,14626,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e1303e'},1300,Australia,Sweet potatoes,2001,333333,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e1303f'},1301,Australia,Sweet potatoes,2001,333333,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e13040'},1302,Australia,Sweet potatoes,2001,333333,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e13041'},1303,Australia,Sweet potatoes,2001,333333,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e13042'},1304,Australia,Sweet potatoes,2001,333333,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e13043'},1305,Australia,Sweet potatoes,2001,333333,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e13044'},1306,Australia,Wheat,2001,18209,534,32710.0,16.63
{'$oid': '65ec3b92dfac9a2248e13045'},1307,Australia,Wheat,2001,18209,534,32710.0,20.21
{'$oid': '65ec3b92dfac9a2248e13046'},1308,Australia,Wheat,2001,18209,534,32710.0,12.29
{'$oid': '65ec3b92dfac9a2248e13047'},1309,Australia,Wheat,2001,18209,534,32710.0,14.18
{'$oid': '65ec3b92dfac9a2248e13048'},1310,Australia,Wheat,2001,18209,534,32710.0,18.39
{'$oid': '65ec3b92dfac9a2248e13049'},1311,Australia,Wheat,2001,18209,534,32710.0,17.85
{'$oid': '65ec3b92dfac9a2248e1304a'},1312,Australia,Maize,2002,54929,534,26651.0,16.63
{'$oid': '65ec3b92dfac9a2248e1304b'},1313,Australia,Maize,2002,54929,534,26651.0,20.38
{'$oid': '65ec3b92dfac9a2248e1304c'},1314,Australia,Maize,2002,54929,534,26651.0,12.31
{'$oid': '65ec3b92dfac9a2248e1304d'},1315,Australia,Maize,2002,54929,534,26651.0,14.08
{'$oid': '65ec3b92dfac9a2248e1304e'},1316,Australia,Maize,2002,54929,534,26651.0,18.93
{'$oid': '65ec3b92dfac9a2248e1304f'},1317,Australia,Maize,2002,54929,534,26651.0,17.73
{'$oid': '65ec3b92dfac9a2248e13050'},1318,Australia,Potatoes,2002,351358,534,26651.0,16.63
{'$oid': '65ec3b92dfac9a2248e13051'},1319,Australia,Potatoes,2002,351358,534,26651.0,20.38
{'$oid': '65ec3b92dfac9a2248e13052'},1320,Australia,Potatoes,2002,351358,534,26651.0,12.31
{'$oid': '65ec3b92dfac9a2248e13053'},1321,Australia,Potatoes,2002,351358,534,26651.0,14.08
{'$oid': '65ec3b92dfac9a2248e13054'},1322,Australia,Potatoes,2002,351358,534,26651.0,18.93
{'$oid': '65ec3b92dfac9a2248e13055'},1323,Australia,Potatoes,2002,351358,534,26651.0,17.73
{'$oid': '65ec3b92dfac9a2248e13056'},1324,Australia,"Rice, paddy",2002,82580,534,26651.0,16.63
{'$oid': '65ec3b92dfac9a2248e13057'},1325,Australia,"Rice, paddy",2002,82580,534,26651.0,20.38
{'$oid': '65ec3b92dfac9a2248e13058'},1326,Australia,"Rice, paddy",2002,82580,534,26651.0,12.31
{'$oid': '65ec3b92dfac9a2248e13059'},1327,Australia,"Rice, paddy",2002,82580,534,26651.0,14.08
{'$oid': '65ec3b92dfac9a2248e1305a'},1328,Australia,"Rice, paddy",2002,82580,534,26651.0,18.93
{'$oid': '65ec3b92dfac9a2248e1305b'},1329,Australia,"Rice, paddy",2002,82580,534,26651.0,17.73
{'$oid': '65ec3b92dfac9a2248e1305c'},1330,Australia,Sorghum,2002,24561,534,26651.0,16.63
{'$oid': '65ec3b92dfac9a2248e1305d'},1331,Australia,Sorghum,2002,24561,534,26651.0,20.38
{'$oid': '65ec3b92dfac9a2248e1305e'},1332,Australia,Sorghum,2002,24561,534,26651.0,12.31
{'$oid': '65ec3b92dfac9a2248e1305f'},1333,Australia,Sorghum,2002,24561,534,26651.0,14.08
{'$oid': '65ec3b92dfac9a2248e13060'},1334,Australia,Sorghum,2002,24561,534,26651.0,18.93
{'$oid': '65ec3b92dfac9a2248e13061'},1335,Australia,Sorghum,2002,24561,534,26651.0,17.73
{'$oid': '65ec3b92dfac9a2248e13062'},1336,Australia,Soybeans,2002,19487,534,26651.0,16.63
{'$oid': '65ec3b92dfac9a2248e13063'},1337,Australia,Soybeans,2002,19487,534,26651.0,20.38
{'$oid': '65ec3b92dfac9a2248e13064'},1338,Australia,Soybeans,2002,19487,534,26651.0,12.31
{'$oid': '65ec3b92dfac9a2248e13065'},1339,Australia,Soybeans,2002,19487,534,26651.0,14.08
{'$oid': '65ec3b92dfac9a2248e13066'},1340,Australia,Soybeans,2002,19487,534,26651.0,18.93
